time,longitude,latitude,Ktemp,year,month,day,Ftemp,season,monthly_avg_Ftemp,yearly_avg_Ftemp,seasonal_avg_Ftemp
1950-01-01 09:00:00,286,40.75,274.39734,1950,1,1,34.2452,Winter,39.9943,52.7761,35.5899
1950-01-02 09:00:00,286,40.75,277.07593,1950,1,2,39.0667,Winter,39.9943,52.7761,35.5899
1950-01-03 09:00:00,286,40.75,280.8009,1950,1,3,45.7716,Winter,39.9943,52.7761,35.5899
1950-01-04 09:00:00,286,40.75,287.1401,1950,1,4,57.1822,Winter,39.9943,52.7761,35.5899
1950-01-05 09:00:00,286,40.75,285.65262,1950,1,5,54.5047,Winter,39.9943,52.7761,35.5899
1950-01-06 09:00:00,286,40.75,281.72754,1950,1,6,47.4396,Winter,39.9943,52.7761,35.5899
1950-01-07 09:00:00,286,40.75,281.77194,1950,1,7,47.5195,Winter,39.9943,52.7761,35.5899
1950-01-08 09:00:00,286,40.75,270.4338,1950,1,8,27.1108,Winter,39.9943,52.7761,35.5899
1950-01-09 09:00:00,286,40.75,270.39838,1950,1,9,27.0471,Winter,39.9943,52.7761,35.5899
1950-01-10 09:00:00,286,40.75,277.31894,1950,1,10,39.5041,Winter,39.9943,52.7761,35.5899
1950-01-11 09:00:00,286,40.75,280.98553,1950,1,11,46.104,Winter,39.9943,52.7761,35.5899
1950-01-12 09:00:00,286,40.75,272.57898,1950,1,12,30.9722,Winter,39.9943,52.7761,35.5899
1950-01-13 09:00:00,286,40.75,277.24707,1950,1,13,39.3747,Winter,39.9943,52.7761,35.5899
1950-01-14 09:00:00,286,40.75,283.00296,1950,1,14,49.7353,Winter,39.9943,52.7761,35.5899
1950-01-15 09:00:00,286,40.75,276.9746,1950,1,15,38.8843,Winter,39.9943,52.7761,35.5899
1950-01-16 09:00:00,286,40.75,279.9566,1950,1,16,44.2519,Winter,39.9943,52.7761,35.5899
1950-01-17 09:00:00,286,40.75,275.2581,1950,1,17,35.7946,Winter,39.9943,52.7761,35.5899
1950-01-18 09:00:00,286,40.75,276.34338,1950,1,18,37.7481,Winter,39.9943,52.7761,35.5899
1950-01-19 09:00:00,286,40.75,273.3679,1950,1,19,32.3922,Winter,39.9943,52.7761,35.5899
1950-01-20 09:00:00,286,40.75,269.56607,1950,1,20,25.5489,Winter,39.9943,52.7761,35.5899
1950-01-21 09:00:00,286,40.75,271.04358,1950,1,21,28.2084,Winter,39.9943,52.7761,35.5899
1950-01-22 09:00:00,286,40.75,275.5021,1950,1,22,36.2338,Winter,39.9943,52.7761,35.5899
1950-01-23 09:00:00,286,40.75,277.90027,1950,1,23,40.5505,Winter,39.9943,52.7761,35.5899
1950-01-24 09:00:00,286,40.75,279.49652,1950,1,24,43.4237,Winter,39.9943,52.7761,35.5899
1950-01-25 09:00:00,286,40.75,277.64575,1950,1,25,40.0924,Winter,39.9943,52.7761,35.5899
1950-01-26 09:00:00,286,40.75,284.0683,1950,1,26,51.6529,Winter,39.9943,52.7761,35.5899
1950-01-27 09:00:00,286,40.75,281.77942,1950,1,27,47.533,Winter,39.9943,52.7761,35.5899
1950-01-28 09:00:00,286,40.75,272.31802,1950,1,28,30.5024,Winter,39.9943,52.7761,35.5899
1950-01-29 09:00:00,286,40.75,278.84235,1950,1,29,42.2462,Winter,39.9943,52.7761,35.5899
1950-01-30 09:00:00,286,40.75,280.78394,1950,1,30,45.7411,Winter,39.9943,52.7761,35.5899
1950-01-31 09:00:00,286,40.75,273.95023,1950,1,31,33.4404,Winter,39.9943,52.7761,35.5899
1950-02-01 09:00:00,286,40.75,273.43774,1950,2,1,32.5179,Winter,31.8388,52.7761,35.5899
1950-02-02 09:00:00,286,40.75,275.58142,1950,2,2,36.3766,Winter,31.8388,52.7761,35.5899
1950-02-03 09:00:00,286,40.75,275.33893,1950,2,3,35.9401,Winter,31.8388,52.7761,35.5899
1950-02-04 09:00:00,286,40.75,273.9647,1950,2,4,33.4665,Winter,31.8388,52.7761,35.5899
1950-02-05 09:00:00,286,40.75,273.812,1950,2,5,33.1916,Winter,31.8388,52.7761,35.5899
1950-02-06 09:00:00,286,40.75,274.52505,1950,2,6,34.4751,Winter,31.8388,52.7761,35.5899
1950-02-07 09:00:00,286,40.75,274.96918,1950,2,7,35.2745,Winter,31.8388,52.7761,35.5899
1950-02-08 09:00:00,286,40.75,268.59802,1950,2,8,23.8064,Winter,31.8388,52.7761,35.5899
1950-02-09 09:00:00,286,40.75,276.776,1950,2,9,38.5268,Winter,31.8388,52.7761,35.5899
1950-02-10 09:00:00,286,40.75,277.54846,1950,2,10,39.9172,Winter,31.8388,52.7761,35.5899
1950-02-11 09:00:00,286,40.75,276.66776,1950,2,11,38.332,Winter,31.8388,52.7761,35.5899
1950-02-12 09:00:00,286,40.75,276.8324,1950,2,12,38.6283,Winter,31.8388,52.7761,35.5899
1950-02-13 09:00:00,286,40.75,275.72015,1950,2,13,36.6263,Winter,31.8388,52.7761,35.5899
1950-02-14 09:00:00,286,40.75,274.04803,1950,2,14,33.6165,Winter,31.8388,52.7761,35.5899
1950-02-15 09:00:00,286,40.75,275.78403,1950,2,15,36.7413,Winter,31.8388,52.7761,35.5899
1950-02-16 09:00:00,286,40.75,276.01505,1950,2,16,37.1571,Winter,31.8388,52.7761,35.5899
1950-02-17 09:00:00,286,40.75,276.38184,1950,2,17,37.8173,Winter,31.8388,52.7761,35.5899
1950-02-18 09:00:00,286,40.75,276.0874,1950,2,18,37.2873,Winter,31.8388,52.7761,35.5899
1950-02-19 09:00:00,286,40.75,276.07742,1950,2,19,37.2694,Winter,31.8388,52.7761,35.5899
1950-02-20 09:00:00,286,40.75,267.39044,1950,2,20,21.6328,Winter,31.8388,52.7761,35.5899
1950-02-21 09:00:00,286,40.75,262.2169,1950,2,21,12.3204,Winter,31.8388,52.7761,35.5899
1950-02-22 09:00:00,286,40.75,270.32803,1950,2,22,26.9205,Winter,31.8388,52.7761,35.5899
1950-02-23 09:00:00,286,40.75,271.94876,1950,2,23,29.8378,Winter,31.8388,52.7761,35.5899
1950-02-24 09:00:00,286,40.75,273.4248,1950,2,24,32.4946,Winter,31.8388,52.7761,35.5899
1950-02-25 09:00:00,286,40.75,272.35443,1950,2,25,30.568,Winter,31.8388,52.7761,35.5899
1950-02-26 09:00:00,286,40.75,268.49872,1950,2,26,23.6277,Winter,31.8388,52.7761,35.5899
1950-02-27 09:00:00,286,40.75,264.32465,1950,2,27,16.1144,Winter,31.8388,52.7761,35.5899
1950-02-28 09:00:00,286,40.75,267.03967,1950,2,28,21.0014,Winter,31.8388,52.7761,35.5899
1950-12-01 09:00:00,286,40.75,276.30048,1950,12,1,37.6709,Winter,34.5736,52.7761,35.5899
1950-12-02 09:00:00,286,40.75,274.77008,1950,12,2,34.9161,Winter,34.5736,52.7761,35.5899
1950-12-03 09:00:00,286,40.75,278.79495,1950,12,3,42.1609,Winter,34.5736,52.7761,35.5899
1950-12-04 09:00:00,286,40.75,285.94452,1950,12,4,55.0301,Winter,34.5736,52.7761,35.5899
1950-12-05 09:00:00,286,40.75,278.99506,1950,12,5,42.5211,Winter,34.5736,52.7761,35.5899
1950-12-06 09:00:00,286,40.75,275.66177,1950,12,6,36.5212,Winter,34.5736,52.7761,35.5899
1950-12-07 09:00:00,286,40.75,278.12878,1950,12,7,40.9618,Winter,34.5736,52.7761,35.5899
1950-12-08 09:00:00,286,40.75,283.74994,1950,12,8,51.0799,Winter,34.5736,52.7761,35.5899
1950-12-09 09:00:00,286,40.75,278.1233,1950,12,9,40.9519,Winter,34.5736,52.7761,35.5899
1950-12-10 09:00:00,286,40.75,275.36386,1950,12,10,35.9849,Winter,34.5736,52.7761,35.5899
1950-12-11 09:00:00,286,40.75,277.64777,1950,12,11,40.096,Winter,34.5736,52.7761,35.5899
1950-12-12 09:00:00,286,40.75,276.31894,1950,12,12,37.7041,Winter,34.5736,52.7761,35.5899
1950-12-13 09:00:00,286,40.75,274.3569,1950,12,13,34.1724,Winter,34.5736,52.7761,35.5899
1950-12-14 09:00:00,286,40.75,274.1179,1950,12,14,33.7422,Winter,34.5736,52.7761,35.5899
1950-12-15 09:00:00,286,40.75,275.4971,1950,12,15,36.2248,Winter,34.5736,52.7761,35.5899
1950-12-16 09:00:00,286,40.75,276.7865,1950,12,16,38.5457,Winter,34.5736,52.7761,35.5899
1950-12-17 09:00:00,286,40.75,274.4442,1950,12,17,34.3296,Winter,34.5736,52.7761,35.5899
1950-12-18 09:00:00,286,40.75,271.57,1950,12,18,29.156,Winter,34.5736,52.7761,35.5899
1950-12-19 09:00:00,286,40.75,270.4438,1950,12,19,27.1288,Winter,34.5736,52.7761,35.5899
1950-12-20 09:00:00,286,40.75,269.79462,1950,12,20,25.9603,Winter,34.5736,52.7761,35.5899
1950-12-21 09:00:00,286,40.75,270.90186,1950,12,21,27.9533,Winter,34.5736,52.7761,35.5899
1950-12-22 09:00:00,286,40.75,272.33847,1950,12,22,30.5392,Winter,34.5736,52.7761,35.5899
1950-12-23 09:00:00,286,40.75,274.68924,1950,12,23,34.7706,Winter,34.5736,52.7761,35.5899
1950-12-24 09:00:00,286,40.75,275.82196,1950,12,24,36.8095,Winter,34.5736,52.7761,35.5899
1950-12-25 09:00:00,286,40.75,273.06,1950,12,25,31.838,Winter,34.5736,52.7761,35.5899
1950-12-26 09:00:00,286,40.75,267.6978,1950,12,26,22.186,Winter,34.5736,52.7761,35.5899
1950-12-27 09:00:00,286,40.75,263.77426,1950,12,27,15.1237,Winter,34.5736,52.7761,35.5899
1950-12-28 09:00:00,286,40.75,264.82312,1950,12,28,17.0116,Winter,34.5736,52.7761,35.5899
1950-12-29 09:00:00,286,40.75,273.06403,1950,12,29,31.8453,Winter,34.5736,52.7761,35.5899
1950-12-30 09:00:00,286,40.75,273.74915,1950,12,30,33.0785,Winter,34.5736,52.7761,35.5899
1950-12-31 09:00:00,286,40.75,275.2426,1950,12,31,35.7667,Winter,34.5736,52.7761,35.5899
1950-03-01 09:00:00,286,40.75,275.1593,1950,3,1,35.6167,Spring,35.4444,52.7761,46.8252
1950-03-02 09:00:00,286,40.75,269.90387,1950,3,2,26.157,Spring,35.4444,52.7761,46.8252
1950-03-03 09:00:00,286,40.75,264.17792,1950,3,3,15.8503,Spring,35.4444,52.7761,46.8252
1950-03-04 09:00:00,286,40.75,266.0402,1950,3,4,19.2024,Spring,35.4444,52.7761,46.8252
1950-03-05 09:00:00,286,40.75,273.05853,1950,3,5,31.8354,Spring,35.4444,52.7761,46.8252
1950-03-06 09:00:00,286,40.75,276.68073,1950,3,6,38.3553,Spring,35.4444,52.7761,46.8252
1950-03-07 09:00:00,286,40.75,270.3934,1950,3,7,27.0381,Spring,35.4444,52.7761,46.8252
1950-03-08 09:00:00,286,40.75,277.9821,1950,3,8,40.6978,Spring,35.4444,52.7761,46.8252
1950-03-09 09:00:00,286,40.75,275.32147,1950,3,9,35.9086,Spring,35.4444,52.7761,46.8252
1950-03-10 09:00:00,286,40.75,269.95776,1950,3,10,26.254,Spring,35.4444,52.7761,46.8252
1950-03-11 09:00:00,286,40.75,272.3849,1950,3,11,30.6228,Spring,35.4444,52.7761,46.8252
1950-03-12 09:00:00,286,40.75,277.7196,1950,3,12,40.2253,Spring,35.4444,52.7761,46.8252
1950-03-13 09:00:00,286,40.75,275.3534,1950,3,13,35.9661,Spring,35.4444,52.7761,46.8252
1950-03-14 09:00:00,286,40.75,273.0825,1950,3,14,31.8785,Spring,35.4444,52.7761,46.8252
1950-03-15 09:00:00,286,40.75,275.13583,1950,3,15,35.5745,Spring,35.4444,52.7761,46.8252
1950-03-16 09:00:00,286,40.75,273.84692,1950,3,16,33.2545,Spring,35.4444,52.7761,46.8252
1950-03-17 09:00:00,286,40.75,273.87787,1950,3,17,33.3102,Spring,35.4444,52.7761,46.8252
1950-03-18 09:00:00,286,40.75,275.52606,1950,3,18,36.2769,Spring,35.4444,52.7761,46.8252
1950-03-19 09:00:00,286,40.75,271.52014,1950,3,19,29.0663,Spring,35.4444,52.7761,46.8252
1950-03-20 09:00:00,286,40.75,274.85388,1950,3,20,35.067,Spring,35.4444,52.7761,46.8252
1950-03-21 09:00:00,286,40.75,275.7541,1950,3,21,36.6874,Spring,35.4444,52.7761,46.8252
1950-03-22 09:00:00,286,40.75,276.05548,1950,3,22,37.2299,Spring,35.4444,52.7761,46.8252
1950-03-23 09:00:00,286,40.75,277.6802,1950,3,23,40.1544,Spring,35.4444,52.7761,46.8252
1950-03-24 09:00:00,286,40.75,277.89975,1950,3,24,40.5496,Spring,35.4444,52.7761,46.8252
1950-03-25 09:00:00,286,40.75,278.773,1950,3,25,42.1214,Spring,35.4444,52.7761,46.8252
1950-03-26 09:00:00,286,40.75,278.67868,1950,3,26,41.9516,Spring,35.4444,52.7761,46.8252
1950-03-27 09:00:00,286,40.75,278.65872,1950,3,27,41.9157,Spring,35.4444,52.7761,46.8252
1950-03-28 09:00:00,286,40.75,285.76688,1950,3,28,54.7104,Spring,35.4444,52.7761,46.8252
1950-03-29 09:00:00,286,40.75,284.30286,1950,3,29,52.0751,Spring,35.4444,52.7761,46.8252
1950-03-30 09:00:00,286,40.75,275.96866,1950,3,30,37.0736,Spring,35.4444,52.7761,46.8252
1950-03-31 09:00:00,286,40.75,275.4557,1950,3,31,36.1503,Spring,35.4444,52.7761,46.8252
1950-04-01 09:00:00,286,40.75,277.67322,1950,4,1,40.1418,Spring,47.3811,52.7761,46.8252
1950-04-02 09:00:00,286,40.75,282.10077,1950,4,2,48.1114,Spring,47.3811,52.7761,46.8252
1950-04-03 09:00:00,286,40.75,283.31732,1950,4,3,50.3012,Spring,47.3811,52.7761,46.8252
1950-04-04 09:00:00,286,40.75,287.3058,1950,4,4,57.4804,Spring,47.3811,52.7761,46.8252
1950-04-05 09:00:00,286,40.75,286.699,1950,4,5,56.3882,Spring,47.3811,52.7761,46.8252
1950-04-06 09:00:00,286,40.75,278.88278,1950,4,6,42.319,Spring,47.3811,52.7761,46.8252
1950-04-07 09:00:00,286,40.75,275.8519,1950,4,7,36.8634,Spring,47.3811,52.7761,46.8252
1950-04-08 09:00:00,286,40.75,279.27197,1950,4,8,43.0195,Spring,47.3811,52.7761,46.8252
1950-04-09 09:00:00,286,40.75,278.0335,1950,4,9,40.7903,Spring,47.3811,52.7761,46.8252
1950-04-10 09:00:00,286,40.75,277.1882,1950,4,10,39.2688,Spring,47.3811,52.7761,46.8252
1950-04-11 09:00:00,286,40.75,281.18015,1950,4,11,46.4543,Spring,47.3811,52.7761,46.8252
1950-04-12 09:00:00,286,40.75,281.21008,1950,4,12,46.5081,Spring,47.3811,52.7761,46.8252
1950-04-13 09:00:00,286,40.75,278.72308,1950,4,13,42.0315,Spring,47.3811,52.7761,46.8252
1950-04-14 09:00:00,286,40.75,274.7491,1950,4,14,34.8784,Spring,47.3811,52.7761,46.8252
1950-04-15 09:00:00,286,40.75,278.3768,1950,4,15,41.4082,Spring,47.3811,52.7761,46.8252
1950-04-16 09:00:00,286,40.75,280.22458,1950,4,16,44.7342,Spring,47.3811,52.7761,46.8252
1950-04-17 09:00:00,286,40.75,283.76044,1950,4,17,51.0988,Spring,47.3811,52.7761,46.8252
1950-04-18 09:00:00,286,40.75,288.2369,1950,4,18,59.1564,Spring,47.3811,52.7761,46.8252
1950-04-19 09:00:00,286,40.75,288.50787,1950,4,19,59.6442,Spring,47.3811,52.7761,46.8252
1950-04-20 09:00:00,286,40.75,284.9286,1950,4,20,53.2015,Spring,47.3811,52.7761,46.8252
1950-04-21 09:00:00,286,40.75,282.10678,1950,4,21,48.1222,Spring,47.3811,52.7761,46.8252
1950-04-22 09:00:00,286,40.75,281.48703,1950,4,22,47.0067,Spring,47.3811,52.7761,46.8252
1950-04-23 09:00:00,286,40.75,283.45355,1950,4,23,50.5464,Spring,47.3811,52.7761,46.8252
1950-04-24 09:00:00,286,40.75,281.91217,1950,4,24,47.7719,Spring,47.3811,52.7761,46.8252
1950-04-25 09:00:00,286,40.75,281.13574,1950,4,25,46.3743,Spring,47.3811,52.7761,46.8252
1950-04-26 09:00:00,286,40.75,283.3313,1950,4,26,50.3263,Spring,47.3811,52.7761,46.8252
1950-04-27 09:00:00,286,40.75,283.09778,1950,4,27,49.906,Spring,47.3811,52.7761,46.8252
1950-04-28 09:00:00,286,40.75,283.477,1950,4,28,50.5886,Spring,47.3811,52.7761,46.8252
1950-04-29 09:00:00,286,40.75,283.68158,1950,4,29,50.9568,Spring,47.3811,52.7761,46.8252
1950-04-30 09:00:00,286,40.75,280.9461,1950,4,30,46.033,Spring,47.3811,52.7761,46.8252
1950-05-01 09:00:00,286,40.75,281.1073,1950,5,1,46.3231,Spring,57.6681,52.7761,46.8252
1950-05-02 09:00:00,286,40.75,283.5838,1950,5,2,50.7808,Spring,57.6681,52.7761,46.8252
1950-05-03 09:00:00,286,40.75,285.0613,1950,5,3,53.4403,Spring,57.6681,52.7761,46.8252
1950-05-04 09:00:00,286,40.75,285.87665,1950,5,4,54.908,Spring,57.6681,52.7761,46.8252
1950-05-05 09:00:00,286,40.75,285.87268,1950,5,5,54.9008,Spring,57.6681,52.7761,46.8252
1950-05-06 09:00:00,286,40.75,287.6536,1950,5,6,58.1065,Spring,57.6681,52.7761,46.8252
1950-05-07 09:00:00,286,40.75,294.1874,1950,5,7,69.8673,Spring,57.6681,52.7761,46.8252
1950-05-08 09:00:00,286,40.75,283.85925,1950,5,8,51.2766,Spring,57.6681,52.7761,46.8252
1950-05-09 09:00:00,286,40.75,285.94403,1950,5,9,55.0293,Spring,57.6681,52.7761,46.8252
1950-05-10 09:00:00,286,40.75,288.6915,1950,5,10,59.9747,Spring,57.6681,52.7761,46.8252
1950-05-11 09:00:00,286,40.75,290.55273,1950,5,11,63.3249,Spring,57.6681,52.7761,46.8252
1950-05-12 09:00:00,286,40.75,289.16156,1950,5,12,60.8208,Spring,57.6681,52.7761,46.8252
1950-05-13 09:00:00,286,40.75,289.17252,1950,5,13,60.8405,Spring,57.6681,52.7761,46.8252
1950-05-14 09:00:00,286,40.75,289.40955,1950,5,14,61.2672,Spring,57.6681,52.7761,46.8252
1950-05-15 09:00:00,286,40.75,285.227,1950,5,15,53.7386,Spring,57.6681,52.7761,46.8252
1950-05-16 09:00:00,286,40.75,287.9854,1950,5,16,58.7037,Spring,57.6681,52.7761,46.8252
1950-05-17 09:00:00,286,40.75,288.01086,1950,5,17,58.7495,Spring,57.6681,52.7761,46.8252
1950-05-18 09:00:00,286,40.75,284.7589,1950,5,18,52.896,Spring,57.6681,52.7761,46.8252
1950-05-19 09:00:00,286,40.75,282.5848,1950,5,19,48.9826,Spring,57.6681,52.7761,46.8252
1950-05-20 09:00:00,286,40.75,283.84973,1950,5,20,51.2595,Spring,57.6681,52.7761,46.8252
1950-05-21 09:00:00,286,40.75,288.25885,1950,5,21,59.1959,Spring,57.6681,52.7761,46.8252
1950-05-22 09:00:00,286,40.75,288.41803,1950,5,22,59.4825,Spring,57.6681,52.7761,46.8252
1950-05-23 09:00:00,286,40.75,287.61816,1950,5,23,58.0427,Spring,57.6681,52.7761,46.8252
1950-05-24 09:00:00,286,40.75,289.37213,1950,5,24,61.1998,Spring,57.6681,52.7761,46.8252
1950-05-25 09:00:00,286,40.75,289.84265,1950,5,25,62.0468,Spring,57.6681,52.7761,46.8252
1950-05-26 09:00:00,286,40.75,289.25235,1950,5,26,60.9842,Spring,57.6681,52.7761,46.8252
1950-05-27 09:00:00,286,40.75,290.97787,1950,5,27,64.0902,Spring,57.6681,52.7761,46.8252
1950-05-28 09:00:00,286,40.75,286.83273,1950,5,28,56.6289,Spring,57.6681,52.7761,46.8252
1950-05-29 09:00:00,286,40.75,286.97794,1950,5,29,56.8903,Spring,57.6681,52.7761,46.8252
1950-05-30 09:00:00,286,40.75,289.58517,1950,5,30,61.5833,Spring,57.6681,52.7761,46.8252
1950-05-31 09:00:00,286,40.75,290.02478,1950,5,31,62.3746,Spring,57.6681,52.7761,46.8252
1950-06-01 09:00:00,286,40.75,291.4225,1950,6,1,64.8905,Summer,69.7389,52.7761,72.0403
1950-06-02 09:00:00,286,40.75,292.08713,1950,6,2,66.0868,Summer,69.7389,52.7761,72.0403
1950-06-03 09:00:00,286,40.75,294.77472,1950,6,3,70.9245,Summer,69.7389,52.7761,72.0403
1950-06-04 09:00:00,286,40.75,291.70392,1950,6,4,65.3971,Summer,69.7389,52.7761,72.0403
1950-06-05 09:00:00,286,40.75,291.19495,1950,6,5,64.4809,Summer,69.7389,52.7761,72.0403
1950-06-06 09:00:00,286,40.75,294.1984,1950,6,6,69.8871,Summer,69.7389,52.7761,72.0403
1950-06-07 09:00:00,286,40.75,296.54764,1950,6,7,74.1158,Summer,69.7389,52.7761,72.0403
1950-06-08 09:00:00,286,40.75,298.2053,1950,6,8,77.0995,Summer,69.7389,52.7761,72.0403
1950-06-09 09:00:00,286,40.75,297.03217,1950,6,9,74.9879,Summer,69.7389,52.7761,72.0403
1950-06-10 09:00:00,286,40.75,298.08005,1950,6,10,76.8741,Summer,69.7389,52.7761,72.0403
1950-06-11 09:00:00,286,40.75,294.88348,1950,6,11,71.1203,Summer,69.7389,52.7761,72.0403
1950-06-12 09:00:00,286,40.75,292.0607,1950,6,12,66.0393,Summer,69.7389,52.7761,72.0403
1950-06-13 09:00:00,286,40.75,291.29523,1950,6,13,64.6614,Summer,69.7389,52.7761,72.0403
1950-06-14 09:00:00,286,40.75,290.65652,1950,6,14,63.5117,Summer,69.7389,52.7761,72.0403
1950-06-15 09:00:00,286,40.75,290.37558,1950,6,15,63.006,Summer,69.7389,52.7761,72.0403
1950-06-16 09:00:00,286,40.75,292.47037,1950,6,16,66.7767,Summer,69.7389,52.7761,72.0403
1950-06-17 09:00:00,286,40.75,294.37305,1950,6,17,70.2015,Summer,69.7389,52.7761,72.0403
1950-06-18 09:00:00,286,40.75,288.90955,1950,6,18,60.3672,Summer,69.7389,52.7761,72.0403
1950-06-19 09:00:00,286,40.75,290.0218,1950,6,19,62.3692,Summer,69.7389,52.7761,72.0403
1950-06-20 09:00:00,286,40.75,290.2713,1950,6,20,62.8183,Summer,69.7389,52.7761,72.0403
1950-06-21 09:00:00,286,40.75,293.9808,1950,6,21,69.4954,Summer,69.7389,52.7761,72.0403
1950-06-22 09:00:00,286,40.75,293.887,1950,6,22,69.3266,Summer,69.7389,52.7761,72.0403
1950-06-23 09:00:00,286,40.75,293.8905,1950,6,23,69.3329,Summer,69.7389,52.7761,72.0403
1950-06-24 09:00:00,286,40.75,297.34155,1950,6,24,75.5448,Summer,69.7389,52.7761,72.0403
1950-06-25 09:00:00,286,40.75,299.0526,1950,6,25,78.6247,Summer,69.7389,52.7761,72.0403
1950-06-26 09:00:00,286,40.75,299.6928,1950,6,26,79.777,Summer,69.7389,52.7761,72.0403
1950-06-27 09:00:00,286,40.75,298.602,1950,6,27,77.8136,Summer,69.7389,52.7761,72.0403
1950-06-28 09:00:00,286,40.75,295.39795,1950,6,28,72.0463,Summer,69.7389,52.7761,72.0403
1950-06-29 09:00:00,286,40.75,295.48578,1950,6,29,72.2044,Summer,69.7389,52.7761,72.0403
1950-06-30 09:00:00,286,40.75,295.58707,1950,6,30,72.3867,Summer,69.7389,52.7761,72.0403
1950-07-01 09:00:00,286,40.75,296.1729,1950,7,1,73.4412,Summer,74.3365,52.7761,72.0403
1950-07-02 09:00:00,286,40.75,297.48724,1950,7,2,75.807,Summer,74.3365,52.7761,72.0403
1950-07-03 09:00:00,286,40.75,298.2522,1950,7,3,77.184,Summer,74.3365,52.7761,72.0403
1950-07-04 09:00:00,286,40.75,297.61548,1950,7,4,76.0379,Summer,74.3365,52.7761,72.0403
1950-07-05 09:00:00,286,40.75,297.96976,1950,7,5,76.6756,Summer,74.3365,52.7761,72.0403
1950-07-06 09:00:00,286,40.75,296.3256,1950,7,6,73.7161,Summer,74.3365,52.7761,72.0403
1950-07-07 09:00:00,286,40.75,295.54565,1950,7,7,72.3122,Summer,74.3365,52.7761,72.0403
1950-07-08 09:00:00,286,40.75,297.56458,1950,7,8,75.9462,Summer,74.3365,52.7761,72.0403
1950-07-09 09:00:00,286,40.75,297.48526,1950,7,9,75.8035,Summer,74.3365,52.7761,72.0403
1950-07-10 09:00:00,286,40.75,294.7328,1950,7,10,70.849,Summer,74.3365,52.7761,72.0403
1950-07-11 09:00:00,286,40.75,295.05563,1950,7,11,71.4301,Summer,74.3365,52.7761,72.0403
1950-07-12 09:00:00,286,40.75,298.18384,1950,7,12,77.0609,Summer,74.3365,52.7761,72.0403
1950-07-13 09:00:00,286,40.75,298.54163,1950,7,13,77.7049,Summer,74.3365,52.7761,72.0403
1950-07-14 09:00:00,286,40.75,295.7807,1950,7,14,72.7353,Summer,74.3365,52.7761,72.0403
1950-07-15 09:00:00,286,40.75,293.86755,1950,7,15,69.2916,Summer,74.3365,52.7761,72.0403
1950-07-16 09:00:00,286,40.75,294.51276,1950,7,16,70.453,Summer,74.3365,52.7761,72.0403
1950-07-17 09:00:00,286,40.75,297.12198,1950,7,17,75.1496,Summer,74.3365,52.7761,72.0403
1950-07-18 09:00:00,286,40.75,300.09747,1950,7,18,80.5054,Summer,74.3365,52.7761,72.0403
1950-07-19 09:00:00,286,40.75,297.54413,1950,7,19,75.9094,Summer,74.3365,52.7761,72.0403
1950-07-20 09:00:00,286,40.75,296.8106,1950,7,20,74.5891,Summer,74.3365,52.7761,72.0403
1950-07-21 09:00:00,286,40.75,293.43094,1950,7,21,68.5057,Summer,74.3365,52.7761,72.0403
1950-07-22 09:00:00,286,40.75,295.6624,1950,7,22,72.5223,Summer,74.3365,52.7761,72.0403
1950-07-23 09:00:00,286,40.75,295.50974,1950,7,23,72.2475,Summer,74.3365,52.7761,72.0403
1950-07-24 09:00:00,286,40.75,294.25577,1950,7,24,69.9904,Summer,74.3365,52.7761,72.0403
1950-07-25 09:00:00,286,40.75,296.24426,1950,7,25,73.5697,Summer,74.3365,52.7761,72.0403
1950-07-26 09:00:00,286,40.75,296.14044,1950,7,26,73.3828,Summer,74.3365,52.7761,72.0403
1950-07-27 09:00:00,286,40.75,296.08057,1950,7,27,73.275,Summer,74.3365,52.7761,72.0403
1950-07-28 09:00:00,286,40.75,297.77066,1950,7,28,76.3172,Summer,74.3365,52.7761,72.0403
1950-07-29 09:00:00,286,40.75,296.85303,1950,7,29,74.6655,Summer,74.3365,52.7761,72.0403
1950-07-30 09:00:00,286,40.75,298.64093,1950,7,30,77.8837,Summer,74.3365,52.7761,72.0403
1950-07-31 09:00:00,286,40.75,299.52164,1950,7,31,79.469,Summer,74.3365,52.7761,72.0403
1950-08-01 09:00:00,286,40.75,299.5905,1950,8,1,79.5929,Summer,71.9712,52.7761,72.0403
1950-08-02 09:00:00,286,40.75,295.1704,1950,8,2,71.6367,Summer,71.9712,52.7761,72.0403
1950-08-03 09:00:00,286,40.75,293.81665,1950,8,3,69.2,Summer,71.9712,52.7761,72.0403
1950-08-04 09:00:00,286,40.75,294.4878,1950,8,4,70.408,Summer,71.9712,52.7761,72.0403
1950-08-05 09:00:00,286,40.75,294.4903,1950,8,5,70.4125,Summer,71.9712,52.7761,72.0403
1950-08-06 09:00:00,286,40.75,293.27524,1950,8,6,68.2254,Summer,71.9712,52.7761,72.0403
1950-08-07 09:00:00,286,40.75,292.46786,1950,8,7,66.7721,Summer,71.9712,52.7761,72.0403
1950-08-08 09:00:00,286,40.75,293.64252,1950,8,8,68.8865,Summer,71.9712,52.7761,72.0403
1950-08-09 09:00:00,286,40.75,296.6694,1950,8,9,74.3349,Summer,71.9712,52.7761,72.0403
1950-08-10 09:00:00,286,40.75,297.3166,1950,8,10,75.4999,Summer,71.9712,52.7761,72.0403
